chr	start	end	ATAC	CTCF	REST	EP300
chr4	674200	674400	B	B	B	B
chr4	891800	892000	B	B	U	U
chr4	985200	985400	B	B	U	U
chr4	1073000	1073200	B	B	B	U
chr4	1092400	1092600	B	B	U	U
chr4	1549000	1549200	B	B	U	U
chr4	1629400	1629600	B	B	B	U
chr4	1726400	1726600	B	B	B	U
chr4	1746400	1746600	B	B	B	U
chr4	1782600	1782800	U	B	U	U
chr4	1949200	1949400	B	B	U	U
chr4	2009200	2009400	B	B	U	U
chr4	2009400	2009600	B	B	B	U
chr4	2416400	2416600	B	B	U	U
chr4	2631200	2631400	U	B	U	U
chr4	2803800	2804000	U	B	U	B
chr4	2910600	2910800	B	B	U	U
chr4	2949000	2949200	U	B	U	U
chr4	2963400	2963600	B	B	U	U
chr4	3234000	3234200	B	B	B	U
chr4	3318600	3318800	B	B	U	U
chr4	3324200	3324400	B	B	B	U
chr4	3434800	3435000	B	B	U	U
chr4	3443600	3443800	B	B	B	U
chr4	3466200	3466400	U	B	U	U
chr4	3784000	3784200	B	B	U	U
chr4	3880600	3880800	B	B	B	U
chr4	4107600	4107800	B	B	B	U
chr4	4183000	4183200	U	B	U	U
chr4	4248000	4248200	B	B	U	B
chr4	4327800	4328000	B	B	U	U
chr4	4480600	4480800	U	B	U	U
chr4	4766000	4766200	U	B	U	U
chr4	5804600	5804800	B	B	U	U
chr4	5821800	5822000	B	B	U	U
chr4	5980000	5980200	U	B	U	U
chr4	6008000	6008200	B	B	U	U
chr4	6228200	6228400	U	B	U	U
chr4	6332200	6332400	B	B	B	U
chr4	6474200	6474400	B	B	U	U
chr4	6546800	6547000	B	B	B	U
chr4	6674600	6674800	B	B	B	U
chr4	6689000	6689200	B	B	B	U
chr4	6696000	6696200	B	B	U	U
chr4	6720400	6720600	B	B	B	U
chr4	6909400	6909600	B	B	B	B
chr4	7008200	7008400	U	B	U	U
chr4	7102000	7102200	B	B	B	U
chr4	7167800	7168000	U	B	U	U
chr4	7296200	7296400	B	B	B	U
chr4	7336000	7336200	B	B	B	U
chr4	7719600	7719800	B	B	U	U
chr4	7802200	7802400	B	B	B	U
chr4	8168200	8168400	U	B	U	U
chr4	8176800	8177000	B	B	B	U
chr4	8238600	8238800	B	B	U	U
chr4	8242200	8242400	B	B	B	U
chr4	8275000	8275200	B	B	U	U
chr4	8283800	8284000	B	B	U	U
chr4	8309200	8309400	U	B	U	U
chr4	8410800	8411000	B	B	B	U
chr4	8440600	8440800	B	B	U	U
chr4	8440800	8441000	B	B	U	U
chr4	8443200	8443400	B	B	B	U
chr4	8547000	8547200	B	B	B	U
chr4	8607800	8608000	B	B	B	U
chr4	8887200	8887400	U	B	U	U
chr4	9703600	9703800	U	B	U	U
chr4	10019000	10019200	B	B	B	U
chr4	10141600	10141800	B	B	U	U
chr4	10186800	10187000	B	B	B	B
chr4	10191800	10192000	U	B	U	U
chr4	10192400	10192600	U	B	B	U
chr4	10200800	10201000	B	B	B	U
chr4	10257200	10257400	U	B	B	U
chr4	10461200	10461400	B	B	B	U
chr4	10554600	10554800	B	B	B	U
chr4	13368200	13368400	B	B	U	B
chr4	13368400	13368600	B	B	U	B
chr4	13627800	13628000	B	B	U	B
chr4	13656400	13656600	U	B	U	U
chr4	14872000	14872200	B	B	B	U
chr4	14872400	14872600	B	B	B	U
chr4	15006400	15006600	U	B	U	U
chr4	15043400	15043600	B	B	U	U
chr4	15162800	15163000	B	B	B	U
chr4	15510000	15510200	U	B	U	U
chr4	15779400	15779600	U	B	U	U
chr4	15806200	15806400	U	B	U	U
chr4	15956400	15956600	B	B	B	U
chr4	15971600	15971800	B	B	U	U
chr4	16196600	16196800	U	B	U	U
chr4	16199200	16199400	U	B	U	U
chr4	16271200	16271400	U	B	U	U
chr4	16505600	16505800	U	B	U	U
chr4	16505800	16506000	U	B	U	U
chr4	16764600	16764800	U	B	U	U
chr4	17512000	17512200	B	B	B	U
chr4	17549000	17549200	B	B	U	U
chr4	17549200	17549400	B	B	B	U
chr4	17636800	17637000	B	B	B	U
chr4	20760200	20760400	B	B	U	U
chr4	21469400	21469600	U	B	U	U
chr4	21789400	21789600	B	B	B	U
chr4	21790400	21790600	U	B	U	U
chr4	23717800	23718000	B	B	U	U
chr4	23933200	23933400	U	B	U	U
chr4	24419400	24419600	B	B	B	U
chr4	24488600	24488800	B	B	U	U
chr4	24514800	24515000	B	B	U	U
chr4	25367000	25367200	U	B	U	U
chr4	25367200	25367400	U	B	U	U
chr4	25792400	25792600	B	B	U	U
chr4	26069200	26069400	B	B	U	U
chr4	26082000	26082200	B	B	B	U
chr4	26108000	26108200	U	B	U	U
chr4	26108200	26108400	U	B	U	U
chr4	26410800	26411000	B	B	U	U
chr4	26425000	26425200	U	B	U	U
chr4	26821800	26822000	U	B	U	U
chr4	27096400	27096600	U	B	U	U
chr4	27318800	27319000	B	B	U	U
chr4	27703000	27703200	U	B	U	U
chr4	30716200	30716400	U	B	U	U
chr4	33061000	33061200	U	B	U	U
chr4	36414400	36414600	U	B	U	U
chr4	37445200	37445400	U	B	U	U
chr4	37826800	37827000	B	B	B	U
chr4	38055600	38055800	U	B	U	U
chr4	38606400	38606600	B	B	U	U
chr4	38902800	38903000	B	B	B	U
chr4	39086000	39086200	U	B	U	B
chr4	39182000	39182200	B	B	B	U
chr4	39255200	39255400	B	B	U	U
chr4	39255400	39255600	B	B	U	U
chr4	39436000	39436200	B	B	U	U
chr4	39465400	39465600	U	B	U	U
chr4	39637800	39638000	B	B	U	U
chr4	40249000	40249200	U	B	U	U
chr4	40258400	40258600	U	B	U	U
chr4	40369600	40369800	U	B	U	U
chr4	40719200	40719400	B	B	B	U
chr4	40735400	40735600	U	B	U	U
chr4	40908800	40909000	B	B	U	U
chr4	41212800	41213000	U	B	U	U
chr4	41259000	41259200	U	B	U	U
chr4	41281000	41281200	B	B	B	U
chr4	41281200	41281400	B	B	B	U
chr4	41661400	41661600	B	B	B	U
chr4	41693000	41693200	B	B	B	U
chr4	41693800	41694000	U	B	U	U
chr4	41990600	41990800	B	B	U	U
chr4	42278800	42279000	U	B	U	U
chr4	42279000	42279200	U	B	U	U
chr4	42279200	42279400	U	B	U	U
chr4	42519800	42520000	B	B	B	U
chr4	42568800	42569000	B	B	U	U
chr4	45944000	45944200	U	B	U	U
chr4	46271000	46271200	U	B	U	U
chr4	46844200	46844400	U	B	U	U
chr4	47123000	47123200	U	B	U	U
chr4	47383800	47384000	U	B	U	U
chr4	47490800	47491000	B	B	U	U
chr4	47663200	47663400	U	B	U	U
chr4	47705000	47705200	B	B	U	U
chr4	47836800	47837000	B	B	U	U
chr4	47933800	47934000	U	B	B	U
chr4	48127800	48128000	B	B	B	U
chr4	48203600	48203800	B	B	U	U
chr4	48557400	48557600	U	B	U	U
chr4	48557600	48557800	U	B	U	U
chr4	49028400	49028600	U	B	U	U
chr4	49032400	49032600	B	B	B	U
chr4	49512600	49512800	U	B	B	U
chr4	51895800	51896000	B	B	U	U
chr4	51896000	51896200	B	B	U	U
chr4	52545400	52545600	B	B	B	U
chr4	52659800	52660000	B	B	U	U
chr4	52982600	52982800	B	B	B	U
chr4	53015800	53016000	U	B	B	U
chr4	53313600	53313800	B	B	U	U
chr4	53491200	53491400	B	B	U	U
chr4	53805000	53805200	B	B	B	U
chr4	54217800	54218000	B	B	B	U
chr4	54233400	54233600	B	B	B	U
chr4	54367000	54367200	U	B	U	U
chr4	54367200	54367400	U	B	U	U
chr4	54677400	54677600	B	B	U	U
chr4	55543800	55544000	U	B	B	U
chr4	55547000	55547200	B	B	B	U
