chr	start	end	ATAC	CTCF	REST	EP300
chr4	602800	603000	B	B	U	U
chr4	674400	674600	B	B	B	B
chr4	742600	742800	B	B	B	U
chr4	828800	829000	B	B	U	U
chr4	1352000	1352200	B	B	B	U
chr4	1354600	1354800	U	B	U	U
chr4	1356400	1356600	B	B	B	U
chr4	1366000	1366200	U	B	U	U
chr4	1408600	1408800	U	B	U	U
chr4	1500200	1500400	U	B	U	U
chr4	1568200	1568400	U	B	U	U
chr4	1604800	1605000	B	B	B	U
chr4	1605000	1605200	B	B	B	U
chr4	1661600	1661800	U	B	B	U
chr4	1693600	1693800	B	B	B	U
chr4	1759800	1760000	U	B	U	U
chr4	1810200	1810400	B	B	B	U
chr4	1814000	1814200	B	B	U	U
chr4	2375400	2375600	B	B	B	U
chr4	2413600	2413800	B	B	U	U
chr4	2418600	2418800	B	B	B	U
chr4	2418800	2419000	B	B	U	U
chr4	2673200	2673400	U	B	U	U
chr4	2910400	2910600	B	B	U	U
chr4	2948800	2949000	U	B	U	U
chr4	3009600	3009800	B	B	U	U
chr4	3194000	3194200	U	B	B	U
chr4	3324000	3324200	B	B	B	U
chr4	3514800	3515000	B	B	U	U
chr4	3942400	3942600	U	B	U	U
chr4	3942600	3942800	U	B	U	U
chr4	4248200	4248400	B	B	U	B
chr4	4311200	4311400	U	B	U	U
chr4	4385000	4385200	B	B	U	U
chr4	4519400	4519600	U	B	U	U
chr4	4669200	4669400	B	B	U	U
chr4	4678200	4678400	B	B	B	U
chr4	4678400	4678600	B	B	B	U
chr4	4761600	4761800	B	B	U	U
chr4	4995200	4995400	B	B	B	U
chr4	5813000	5813200	B	B	U	U
chr4	5998400	5998600	B	B	B	U
chr4	6008200	6008400	B	B	U	U
chr4	6327200	6327400	B	B	B	U
chr4	6327400	6327600	B	B	B	U
chr4	6546600	6546800	B	B	B	U
chr4	6595800	6596000	B	B	U	U
chr4	6674800	6675000	B	B	B	B
chr4	6720200	6720400	B	B	B	U
chr4	6779800	6780000	U	B	U	U
chr4	6780000	6780200	U	B	U	U
chr4	6908000	6908200	U	B	B	U
chr4	7032400	7032600	B	B	B	U
chr4	7070800	7071000	B	B	B	U
chr4	7187400	7187600	U	B	U	U
chr4	7393200	7393400	U	B	U	U
chr4	7929000	7929200	U	B	U	U
chr4	8022000	8022200	B	B	U	U
chr4	8177000	8177200	B	B	B	U
chr4	8236400	8236600	U	B	U	U
chr4	8238400	8238600	B	B	U	U
chr4	8242400	8242600	B	B	B	U
chr4	8267200	8267400	B	B	B	U
chr4	8469000	8469200	B	B	B	U
chr4	8585200	8585400	U	B	U	U
chr4	8607600	8607800	B	B	B	U
chr4	8688200	8688400	B	B	B	U
chr4	9898600	9898800	B	B	B	U
chr4	9919200	9919400	U	B	U	U
chr4	10089600	10089800	U	B	U	U
chr4	10157800	10158000	B	B	B	U
chr4	10160200	10160400	B	B	B	U
chr4	10192600	10192800	U	B	B	U
chr4	10257000	10257200	U	B	B	U
chr4	10526600	10526800	B	B	B	U
chr4	12633200	12633400	B	B	B	U
chr4	13193600	13193800	U	B	B	U
chr4	13193800	13194000	U	B	B	U
chr4	13368600	13368800	B	B	U	U
chr4	13654400	13654600	B	B	U	U
chr4	15001400	15001600	B	B	U	U
chr4	15001600	15001800	B	B	U	U
chr4	15043200	15043400	B	B	U	U
chr4	15159800	15160000	U	B	B	U
chr4	15197200	15197400	B	B	U	U
chr4	15655000	15655200	B	B	U	U
chr4	15905800	15906000	B	B	U	U
chr4	15906000	15906200	B	B	U	U
chr4	15956200	15956400	B	B	B	U
chr4	15963200	15963400	B	B	U	U
chr4	15963400	15963600	B	B	U	U
chr4	15971400	15971600	B	B	U	U
chr4	16196800	16197000	U	B	U	U
chr4	16205600	16205800	B	B	U	U
chr4	16264800	16265000	B	B	U	U
chr4	16265000	16265200	B	B	U	U
chr4	16509000	16509200	U	B	U	U
chr4	16582600	16582800	B	B	U	U
chr4	16764800	16765000	U	B	U	U
chr4	17762600	17762800	U	B	U	U
chr4	18593600	18593800	B	B	B	U
chr4	19225000	19225200	U	B	B	U
chr4	20545000	20545200	U	B	U	U
chr4	20685200	20685400	U	B	U	U
chr4	20685400	20685600	U	B	U	U
chr4	21768600	21768800	U	B	B	U
chr4	21790600	21790800	U	B	U	U
chr4	22897800	22898000	U	B	U	U
chr4	22962400	22962600	U	B	U	U
chr4	23136000	23136200	U	B	U	U
chr4	24473200	24473400	B	B	B	U
chr4	24976800	24977000	U	B	U	U
chr4	24988600	24988800	U	B	U	U
chr4	25180600	25180800	B	B	U	U
chr4	25312600	25312800	B	B	U	B
chr4	25925800	25926000	B	B	U	U
chr4	25993600	25993800	B	B	U	U
chr4	26459400	26459600	B	B	U	U
chr4	26473800	26474000	U	B	U	U
chr4	26788000	26788200	B	B	B	U
chr4	26860400	26860600	B	B	B	U
chr4	27001000	27001200	B	B	U	U
chr4	27096600	27096800	U	B	U	U
chr4	27319000	27319200	B	B	U	U
chr4	27703200	27703400	U	B	U	U
chr4	30716000	30716200	U	B	U	U
chr4	34720800	34721000	U	B	U	U
chr4	37445000	37445200	U	B	U	U
chr4	37603000	37603200	B	B	B	U
chr4	38035400	38035600	U	B	B	U
chr4	38320000	38320200	B	B	B	U
chr4	38731200	38731400	B	B	B	U
chr4	38902600	38902800	B	B	U	U
chr4	39044400	39044600	B	B	U	B
chr4	39103400	39103600	U	B	U	U
chr4	39410400	39410600	U	B	U	U
chr4	39410600	39410800	U	B	U	U
chr4	39465200	39465400	B	B	U	U
chr4	39469400	39469600	B	B	B	B
chr4	39637600	39637800	B	B	U	U
chr4	39638800	39639000	B	B	U	B
chr4	39639200	39639400	B	B	U	B
chr4	40229000	40229200	B	B	U	U
chr4	40300000	40300200	U	B	B	U
chr4	40308000	40308200	B	B	U	U
chr4	40309400	40309600	B	B	B	U
chr4	40719000	40719200	B	B	B	U
chr4	40841200	40841400	B	B	U	U
chr4	40897800	40898000	B	B	U	U
chr4	41214600	41214800	B	B	U	U
chr4	41854200	41854400	U	B	U	U
chr4	41883000	41883200	B	B	B	U
chr4	41963000	41963200	U	B	U	U
chr4	42282000	42282200	B	B	B	U
chr4	42282200	42282400	B	B	B	U
chr4	42371600	42371800	U	B	U	U
chr4	42578400	42578600	U	B	U	U
chr4	42995400	42995600	U	B	U	U
chr4	43776400	43776600	U	B	U	U
chr4	43776600	43776800	U	B	U	U
chr4	44674400	44674600	U	B	U	U
chr4	45944200	45944400	U	B	U	U
chr4	46275000	46275200	U	B	U	U
chr4	46329400	46329600	U	B	U	U
chr4	46844400	46844600	U	B	B	U
chr4	47564600	47564800	B	B	U	U
chr4	47668800	47669000	B	B	U	U
chr4	47704600	47704800	B	B	U	U
chr4	47704800	47705000	B	B	U	U
chr4	48034000	48034200	B	B	U	U
chr4	48087200	48087400	B	B	B	U
chr4	48316200	48316400	B	B	B	B
chr4	48341400	48341600	B	B	U	U
chr4	48578600	48578800	B	B	B	U
chr4	48896800	48897000	B	B	U	U
chr4	49032600	49032800	B	B	B	U
chr4	52670800	52671000	B	B	U	U
chr4	52983600	52983800	B	B	B	U
chr4	52983800	52984000	B	B	B	U
chr4	53313400	53313600	B	B	U	U
chr4	53505800	53506000	U	B	U	U
chr4	53614800	53615000	B	B	U	U
chr4	53706400	53706600	U	B	U	U
chr4	53706600	53706800	U	B	U	U
chr4	53930200	53930400	B	B	B	U
chr4	54322800	54323000	B	B	B	U
chr4	54433600	54433800	U	B	B	U
chr4	54961400	54961600	U	B	B	U
chr4	54971800	54972000	B	B	B	U
chr4	55346400	55346600	B	B	B	U
chr4	55346600	55346800	B	B	B	U
chr4	55554400	55554600	B	B	U	U
chr4	55554600	55554800	B	B	U	U
chr4	56387200	56387400	B	B	U	B
chr4	56387400	56387600	B	B	U	B
chr4	56800400	56800600	B	B	B	U
chr4	64539400	64539600	U	B	U	U
chr4	64781800	64782000	U	B	U	U
chr4	64782000	64782200	U	B	U	U
chr4	67393800	67394000	U	B	U	U
chr4	67547000	67547200	U	B	U	U
chr4	67547200	67547400	U	B	U	U
chr4	67549400	67549600	U	B	B	U
chr4	67700800	67701000	B	B	U	U
chr4	67746600	67746800	U	B	U	U
chr4	68080000	68080200	U	B	U	U
chr4	69881400	69881600	U	B	U	U
chr4	70183600	70183800	U	B	U	U
chr4	70688000	70688200	B	B	B	U
chr4	71131200	71131400	U	B	U	U
chr4	71131400	71131600	U	B	U	U
chr4	71229600	71229800	B	B	U	U
chr4	71732600	71732800	U	B	B	U
chr4	71772600	71772800	U	B	B	U
chr4	71772800	71773000	U	B	B	U
chr4	72469000	72469200	U	B	B	U
chr4	72567800	72568000	B	B	B	B
chr4	72702400	72702600	B	B	B	U
chr4	72768600	72768800	U	B	U	U
chr4	73259000	73259200	B	B	U	B
chr4	73341400	73341600	B	B	B	U
chr4	74042600	74042800	U	B	U	U
chr4	74794600	74794800	B	B	U	U
chr4	74874800	74875000	B	B	U	U
chr4	75048200	75048400	B	B	U	U
chr4	75290000	75290200	U	B	U	U
chr4	75654000	75654200	B	B	U	U
chr4	75708400	75708600	B	B	B	U
chr4	76105800	76106000	B	B	U	U
chr4	76251800	76252000	B	B	B	U
chr4	76378000	76378200	B	B	B	U
chr4	77047200	77047400	B	B	U	U
chr4	77095600	77095800	B	B	U	U
chr4	77358400	77358600	B	B	U	U
chr4	77698200	77698400	B	B	U	U
chr4	77818200	77818400	B	B	U	U
chr4	77862400	77862600	B	B	U	U
chr4	77862600	77862800	B	B	B	B
chr4	78517200	78517400	B	B	B	U
chr4	78590400	78590600	U	B	U	U
chr4	78645000	78645200	B	B	B	B
chr4	78692200	78692400	B	B	U	B
chr4	79211600	79211800	B	B	U	B
chr4	79917200	79917400	B	B	U	U
chr4	80221200	80221400	U	B	U	U
chr4	80335800	80336000	B	B	B	U
chr4	80361200	80361400	U	B	B	U
chr4	80362800	80363000	B	B	B	U
chr4	80990000	80990200	U	B	B	U
chr4	81069800	81070000	B	B	B	U
chr4	81260400	81260600	B	B	U	U
chr4	81467600	81467800	U	B	B	U
chr4	82276000	82276200	B	B	B	U
chr4	82898200	82898400	U	B	U	U
chr4	83110600	83110800	B	B	U	U
chr4	83140400	83140600	U	B	U	U
chr4	83780600	83780800	U	B	U	U
chr4	84482800	84483000	U	B	U	U
chr4	84503800	84504000	B	B	B	U
chr4	85084400	85084600	B	B	U	U
chr4	85147600	85147800	B	B	U	U
chr4	85748000	85748200	B	B	B	U
chr4	85757000	85757200	U	B	U	U
chr4	85969200	85969400	U	B	B	U
chr4	86936600	86936800	B	B	B	U
chr4	86961800	86962000	B	B	U	B
chr4	87220000	87220200	B	B	U	U
chr4	87497200	87497400	U	B	U	U
chr4	87543800	87544000	B	B	U	U
chr4	88706600	88706800	B	B	B	U
chr4	88791400	88791600	U	B	U	U
chr4	89434600	89434800	U	B	U	U
chr4	93897800	93898000	B	B	U	U
chr4	94534800	94535000	B	B	U	B
chr4	94571600	94571800	B	B	U	U
chr4	95156200	95156400	U	B	B	U
chr4	95510200	95510400	U	B	U	U
chr4	97153200	97153400	U	B	U	U
chr4	98995000	98995200	B	B	B	B
chr4	99056000	99056200	B	B	B	U
chr4	99118400	99118600	U	B	U	U
chr4	99403000	99403200	U	B	U	U
chr4	99724200	99724400	B	B	B	U
chr4	99949200	99949400	B	B	U	B
chr4	100063400	100063600	U	B	U	U
chr4	101169200	101169400	U	B	U	U
chr4	102623800	102624000	U	B	B	U
chr4	102828000	102828200	B	B	B	U
chr4	102828400	102828600	B	B	B	U
chr4	103009200	103009400	B	B	B	U
chr4	105471600	105471800	B	B	B	U
chr4	105520800	105521000	B	B	B	U
chr4	105667000	105667200	B	B	U	U
chr4	105715800	105716000	U	B	U	U
chr4	106502200	106502400	B	B	B	U
chr4	107183400	107183600	B	B	U	U
chr4	107666400	107666600	U	B	U	U
chr4	107757800	107758000	U	B	U	U
chr4	108018800	108019000	B	B	B	U
chr4	108135800	108136000	B	B	U	U
chr4	108359800	108360000	B	B	U	B
