chr	start	end	ATAC	CTCF	REST	EP300
chr22	16700400	16700600	B	B	U	U
chr22	17009600	17009800	B	B	U	U
chr22	17563400	17563600	B	B	U	U
chr22	17638600	17638800	B	B	U	B
chr22	17830000	17830200	B	B	B	U
chr22	17896800	17897000	B	B	U	U
chr22	17910600	17910800	B	B	B	U
chr22	17910800	17911000	B	B	B	U
chr22	17920200	17920400	B	B	B	B
chr22	18001000	18001200	B	B	B	U
chr22	18001200	18001400	B	B	B	U
chr22	19036000	19036200	B	B	U	U
chr22	19111200	19111400	U	B	U	U
chr22	19178000	19178200	B	B	U	B
chr22	19218200	19218400	B	B	B	U
chr22	19232200	19232400	B	B	U	U
chr22	19291400	19291600	B	B	B	U
chr22	19397600	19397800	B	B	U	B
chr22	19431000	19431200	B	B	U	U
chr22	19448000	19448200	B	B	U	U
chr22	19473800	19474000	B	B	U	U
chr22	19559400	19559600	B	B	U	U
chr22	19644600	19644800	B	B	U	U
chr22	19679800	19680000	B	B	B	B
chr22	19718200	19718400	B	B	U	B
chr22	19724000	19724200	B	B	U	B
chr22	19755800	19756000	U	B	U	U
chr22	19756000	19756200	U	B	U	U
chr22	19756400	19756600	B	B	B	B
chr22	19773000	19773200	B	B	U	U
chr22	19801000	19801200	B	B	B	U
chr22	19810800	19811000	U	B	U	U
chr22	19811000	19811200	U	B	U	U
chr22	19821000	19821200	U	B	B	U
chr22	19854600	19854800	B	B	U	B
chr22	19869800	19870000	U	B	B	U
chr22	19969600	19969800	U	B	U	U
chr22	19989000	19989200	B	B	U	B
chr22	20009400	20009600	B	B	U	U
chr22	20015000	20015200	U	B	U	U
chr22	20021400	20021600	B	B	U	B
chr22	20025600	20025800	B	B	U	B
chr22	20081000	20081200	B	B	U	U
chr22	20111200	20111400	B	B	U	U
chr22	20155000	20155200	B	B	U	U
chr22	20193400	20193600	B	B	U	U
chr22	20195200	20195400	U	B	U	U
chr22	20206800	20207000	B	B	U	U
chr22	20207800	20208000	U	B	U	U
chr22	20208000	20208200	U	B	U	U
chr22	20439200	20439400	B	B	U	U
chr22	20509600	20509800	B	B	U	B
chr22	20527000	20527200	U	B	U	U
chr22	20552000	20552200	U	B	U	U
chr22	20588600	20588800	B	B	B	U
chr22	20606200	20606400	B	B	B	B
chr22	20741800	20742000	B	B	B	U
chr22	20751000	20751200	B	B	U	U
chr22	20751200	20751400	B	B	U	U
chr22	20778000	20778200	B	B	U	B
chr22	20804000	20804200	B	B	B	U
chr22	20804200	20804400	B	B	B	U
chr22	20853600	20853800	U	B	U	U
chr22	20889000	20889200	U	B	U	U
chr22	21014000	21014200	B	B	U	B
chr22	21057000	21057200	B	B	B	B
chr22	21103000	21103200	B	B	U	B
chr22	21448200	21448400	B	B	B	U
chr22	21620600	21620800	U	B	U	U
chr22	21628400	21628600	B	B	U	U
chr22	21653000	21653200	U	B	U	U
chr22	21672200	21672400	U	B	U	U
chr22	21673800	21674000	B	B	U	U
chr22	21726800	21727000	B	B	U	U
chr22	21736400	21736600	B	B	U	U
chr22	21775000	21775200	B	B	U	U
chr22	21917800	21918000	B	B	U	U
chr22	21938000	21938200	B	B	U	B
chr22	21943200	21943400	U	B	U	U
chr22	21947200	21947400	B	B	U	U
chr22	21959600	21959800	B	B	U	U
chr22	21991000	21991200	U	B	U	U
chr22	22343000	22343200	B	B	B	U
chr22	22357400	22357600	B	B	B	B
chr22	22369400	22369600	U	B	U	U
chr22	22397400	22397600	B	B	B	U
chr22	22431400	22431600	B	B	B	U
chr22	22753800	22754000	B	B	B	B
chr22	22929800	22930000	B	B	U	U
chr22	23070000	23070200	B	B	U	U
chr22	23075400	23075600	U	B	U	U
chr22	23077800	23078000	B	B	U	U
chr22	23078000	23078200	B	B	U	U
chr22	23086600	23086800	B	B	U	U
chr22	23119600	23119800	B	B	U	U
chr22	23260600	23260800	B	B	U	U
chr22	23275400	23275600	U	B	U	U
chr22	23281800	23282000	B	B	U	B
chr22	23315800	23316000	U	B	U	U
chr22	23521600	23521800	B	B	B	B
chr22	23533600	23533800	B	B	U	U
chr22	23849600	23849800	B	B	B	U
chr22	23857800	23858000	B	B	U	U
chr22	23894000	23894200	B	B	B	B
chr22	24189600	24189800	B	B	B	U
chr22	24231400	24231600	B	B	U	U
chr22	24247600	24247800	B	B	B	U
chr22	24421600	24421800	B	B	B	U
chr22	24635200	24635400	U	B	U	U
chr22	24706000	24706200	B	B	B	U
chr22	24758200	24758400	U	B	B	U
chr22	24768800	24769000	B	B	U	U
chr22	24850400	24850600	U	B	U	U
chr22	24952200	24952400	B	B	B	U
chr22	25567200	25567400	U	B	U	B
chr22	25726600	25726800	B	B	U	U
chr22	25764400	25764600	U	B	U	U
chr22	25774400	25774600	U	B	U	U
chr22	26172400	26172600	B	B	U	U
chr22	26645200	26645400	B	B	B	U
chr22	26665600	26665800	B	B	B	U
chr22	27382200	27382400	B	B	U	U
chr22	27603800	27604000	U	B	B	U
chr22	27627400	27627600	B	B	U	U
chr22	27682600	27682800	B	B	U	U
chr22	28442200	28442400	B	B	B	U
chr22	28442400	28442600	B	B	B	U
chr22	28600600	28600800	U	B	B	U
chr22	28935800	28936000	B	B	U	U
chr22	28936000	28936200	B	B	U	U
chr22	29032000	29032200	U	B	U	U
chr22	29032200	29032400	U	B	U	U
chr22	29040800	29041000	B	B	B	U
chr22	29259800	29260000	B	B	U	U
chr22	29524600	29524800	B	B	B	U
chr22	29635800	29636000	B	B	U	U
chr22	29636000	29636200	B	B	U	U
chr22	29702400	29702600	U	B	U	U
chr22	29727400	29727600	B	B	U	U
chr22	29883400	29883600	B	B	U	U
chr22	29998800	29999000	U	B	U	U
chr22	30005200	30005400	B	B	B	U
chr22	30005400	30005600	B	B	B	U
chr22	30490400	30490600	B	B	U	U
chr22	30605600	30605800	B	B	B	U
chr22	30755000	30755200	B	B	U	U
chr22	30816400	30816600	U	B	B	U
chr22	31292600	31292800	B	B	U	U
chr22	31313400	31313600	B	B	B	U
chr22	31345800	31346000	B	B	B	U
chr22	31634000	31634200	B	B	B	U
chr22	31665600	31665800	B	B	B	U
chr22	31749400	31749600	U	B	U	U
chr22	31947200	31947400	B	B	B	U
chr22	32660400	32660600	B	B	B	U
chr22	32794400	32794600	U	B	U	U
chr22	32926800	32927000	B	B	B	U
chr22	33000800	33001000	B	B	B	U
chr22	35431000	35431200	B	B	B	U
chr22	36066000	36066200	B	B	B	U
chr22	36124000	36124200	B	B	B	B
chr22	36186200	36186400	U	B	U	U
chr22	36563000	36563200	U	B	U	U
chr22	36563200	36563400	U	B	U	U
chr22	36774200	36774400	U	B	U	U
chr22	36782200	36782400	B	B	U	U
chr22	36856400	36856600	B	B	B	B
chr22	36991200	36991400	U	B	U	U
chr22	36998600	36998800	B	B	U	U
chr22	37078000	37078200	B	B	U	U
chr22	37170400	37170600	U	B	U	U
chr22	37182000	37182200	B	B	U	U
chr22	37198600	37198800	B	B	B	U
chr22	37199400	37199600	B	B	U	B
chr22	37330600	37330800	B	B	U	U
chr22	37472400	37472600	U	B	U	U
chr22	37545400	37545600	B	B	B	U
chr22	37561800	37562000	B	B	B	U
chr22	37633600	37633800	B	B	U	U
chr22	37817800	37818000	B	B	B	U
chr22	37887800	37888000	U	B	U	U
chr22	37930600	37930800	U	B	U	U
chr22	37982800	37983000	B	B	U	U
chr22	37983000	37983200	B	B	U	U
chr22	38069400	38069600	B	B	B	U
chr22	38214600	38214800	B	B	B	U
chr22	38230400	38230600	U	B	U	U
chr22	38413000	38413200	B	B	B	U
chr22	38468600	38468800	B	B	U	U
chr22	38718400	38718600	U	B	U	U
chr22	38768800	38769000	B	B	B	U
chr22	39122200	39122400	U	B	U	U
chr22	39244400	39244600	U	B	U	U
chr22	39462600	39462800	B	B	B	U
chr22	39487000	39487200	B	B	U	U
chr22	39520200	39520400	B	B	B	B
chr22	39543400	39543600	B	B	B	U
chr22	39560000	39560200	B	B	U	U
chr22	39935800	39936000	U	B	U	U
chr22	39950800	39951000	U	B	U	U
chr22	39999600	39999800	B	B	B	U
chr22	40028400	40028600	B	B	B	U
chr22	40028600	40028800	B	B	B	U
chr22	40487800	40488000	U	B	B	U
chr22	40524400	40524600	U	B	U	U
chr22	40524600	40524800	U	B	U	U
chr22	41022200	41022400	B	B	U	U
chr22	41237600	41237800	U	B	U	U
chr22	41286200	41286400	B	B	U	U
chr22	41524800	41525000	U	B	U	U
chr22	41666800	41667000	B	B	U	U
chr22	42090800	42091000	B	B	B	U
chr22	42613000	42613200	B	B	U	U
chr22	42614800	42615000	B	B	U	U
chr22	42902400	42902600	U	B	U	U
chr22	43051000	43051200	U	B	U	U
chr22	43053200	43053400	U	B	U	U
chr22	43203800	43204000	U	B	U	U
chr22	43274000	43274200	B	B	B	U
chr22	43298400	43298600	U	B	U	U
chr22	43385600	43385800	B	B	B	U
chr22	43537000	43537200	U	B	U	U
chr22	43796600	43796800	U	B	U	U
chr22	43828200	43828400	U	B	U	U
chr22	43896200	43896400	U	B	U	U
chr22	44003200	44003400	U	B	U	U
chr22	44003800	44004000	B	B	U	U
