chr	start	end	ATAC	CTCF	REST	EP300
chr4	877000	877200	U	B	U	U
chr4	932800	933000	B	B	B	U
chr4	995600	995800	U	B	U	U
chr4	1500400	1500600	U	B	U	U
chr4	1629200	1629400	B	B	B	U
chr4	1693400	1693600	B	B	B	U
chr4	1759600	1759800	U	B	U	U
chr4	1814200	1814400	B	B	U	U
chr4	2009000	2009200	B	B	U	U
chr4	2375200	2375400	B	B	B	U
chr4	2441600	2441800	B	B	B	U
chr4	2442000	2442200	B	B	B	U
chr4	2462800	2463000	B	B	B	U
chr4	2469200	2469400	B	B	U	U
chr4	2469400	2469600	B	B	U	U
chr4	2800200	2800400	U	B	U	U
chr4	2800400	2800600	U	B	U	U
chr4	3106800	3107000	B	B	B	U
chr4	3145600	3145800	U	B	U	U
chr4	3435000	3435200	B	B	U	U
chr4	3443400	3443600	B	B	B	U
chr4	3446000	3446200	U	B	U	U
chr4	3480800	3481000	B	B	U	U
chr4	3783800	3784000	B	B	U	U
chr4	3793000	3793200	U	B	U	U
chr4	4327600	4327800	B	B	U	U
chr4	4488400	4488600	B	B	B	U
chr4	4488600	4488800	B	B	B	U
chr4	4519600	4519800	U	B	U	U
chr4	4575200	4575400	B	B	U	U
chr4	4694400	4694600	B	B	U	U
chr4	5410400	5410600	U	B	U	U
chr4	5460200	5460400	B	B	U	U
chr4	5790200	5790400	B	B	B	U
chr4	5980800	5981000	U	B	U	U
chr4	6044800	6045000	B	B	U	U
chr4	6087800	6088000	U	B	B	U
chr4	6134800	6135000	B	B	U	U
chr4	6331000	6331200	B	B	U	U
chr4	6574000	6574200	B	B	B	U
chr4	6763800	6764000	B	B	B	B
chr4	6873600	6873800	B	B	U	U
chr4	6917800	6918000	B	B	U	B
chr4	7071000	7071200	B	B	B	U
chr4	7125200	7125400	U	B	U	U
chr4	7393000	7393200	U	B	U	U
chr4	7653800	7654000	U	B	U	U
chr4	7703600	7703800	U	B	U	U
chr4	7788200	7788400	U	B	U	U
chr4	7804000	7804200	B	B	B	U
chr4	7929200	7929400	U	B	U	U
chr4	8168400	8168600	U	B	U	U
chr4	8192800	8193000	U	B	U	U
chr4	8403400	8403600	B	B	B	U
chr4	8503800	8504000	B	B	U	U
chr4	8885800	8886000	B	B	U	U
chr4	9532200	9532400	B	B	U	U
chr4	9919000	9919200	U	B	U	U
chr4	10074600	10074800	B	B	U	U
chr4	10141400	10141600	B	B	U	U
chr4	10191600	10191800	U	B	U	U
chr4	10200600	10200800	U	B	U	U
chr4	10403800	10404000	B	B	B	U
chr4	10404000	10404200	B	B	B	U
chr4	11954000	11954200	U	B	U	U
chr4	11954200	11954400	U	B	U	U
chr4	12724800	12725000	U	B	B	U
chr4	14838000	14838200	U	B	U	U
chr4	14872200	14872400	B	B	B	U
chr4	15756600	15756800	B	B	U	U
chr4	15779200	15779400	U	B	U	U
chr4	16026200	16026400	U	B	B	U
chr4	16026400	16026600	U	B	B	U
chr4	16196400	16196600	U	B	U	U
chr4	16271000	16271200	U	B	U	U
chr4	16290000	16290200	U	B	U	U
chr4	16582400	16582600	B	B	U	U
chr4	17468600	17468800	U	B	U	U
chr4	17597600	17597800	B	B	U	U
chr4	17763000	17763200	U	B	U	U
chr4	18022200	18022400	B	B	U	U
chr4	18593800	18594000	B	B	B	U
chr4	20248200	20248400	U	B	U	U
chr4	20395400	20395600	U	B	U	U
chr4	22690800	22691000	U	B	B	U
chr4	22897600	22897800	U	B	U	U
chr4	22962600	22962800	U	B	U	U
chr4	23135800	23136000	U	B	U	U
chr4	24809600	24809800	B	B	U	U
chr4	24980200	24980400	B	B	U	U
chr4	25440200	25440400	B	B	B	U
chr4	25926000	25926200	B	B	U	U
chr4	26028800	26029000	B	B	B	U
chr4	26029000	26029200	B	B	B	U
chr4	26424800	26425000	U	B	U	U
chr4	26720000	26720200	U	B	B	U
chr4	27048400	27048600	U	B	U	U
chr4	27085000	27085200	B	B	B	U
chr4	31371000	31371200	U	B	U	U
chr4	36187800	36188000	U	B	U	U
chr4	37453000	37453200	B	B	U	U
chr4	38055800	38056000	U	B	U	U
chr4	38318800	38319000	B	B	U	B
chr4	38804600	38804800	B	B	U	U
chr4	38804800	38805000	B	B	U	U
chr4	39086200	39086400	U	B	U	B
chr4	39103200	39103400	U	B	U	U
chr4	39182200	39182400	B	B	B	U
chr4	39436200	39436400	B	B	U	U
chr4	39458800	39459000	B	B	U	B
chr4	39459000	39459200	B	B	U	B
chr4	39469600	39469800	B	B	B	B
chr4	39977600	39977800	B	B	U	U
chr4	40265200	40265400	B	B	U	U
chr4	40317200	40317400	B	B	B	U
chr4	40841000	40841200	B	B	U	U
chr4	40897600	40897800	B	B	U	U
chr4	40908600	40908800	B	B	U	U
chr4	40927800	40928000	B	B	B	U
chr4	40976200	40976400	U	B	U	U
chr4	40980600	40980800	U	B	U	U
chr4	41882800	41883000	B	B	B	U
chr4	42520000	42520200	B	B	B	U
chr4	42995600	42995800	U	B	U	U
chr4	44726400	44726600	B	B	U	U
chr4	47663000	47663200	U	B	U	U
chr4	47669000	47669200	B	B	U	U
chr4	47686400	47686600	B	B	B	U
chr4	47836600	47836800	B	B	U	U
chr4	48190000	48190200	U	B	U	U
chr4	48578400	48578600	B	B	B	U
chr4	48624200	48624400	U	B	U	U
chr4	48681800	48682000	B	B	U	U
chr4	48897000	48897200	B	B	U	U
chr4	49028600	49028800	U	B	U	U
chr4	51843000	51843200	B	B	U	U
chr4	52234600	52234800	U	B	U	U
chr4	52588000	52588200	B	B	U	U
chr4	52588200	52588400	B	B	U	U
chr4	53197200	53197400	B	B	B	U
chr4	53601400	53601600	B	B	U	U
chr4	54218000	54218200	B	B	B	U
chr4	54319000	54319200	U	B	U	U
chr4	54384600	54384800	U	B	U	U
chr4	54441000	54441200	U	B	U	U
chr4	54658600	54658800	B	B	B	U
chr4	54683800	54684000	U	B	U	U
chr4	54841000	54841200	U	B	U	U
chr4	55346200	55346400	B	B	U	U
chr4	55385400	55385600	B	B	U	U
chr4	55546800	55547000	B	B	B	U
chr4	55827800	55828000	B	B	U	U
chr4	56183600	56183800	B	B	U	U
chr4	56530600	56530800	B	B	U	U
chr4	56544800	56545000	B	B	B	U
chr4	56575800	56576000	U	B	U	U
chr4	56800000	56800200	B	B	B	U
chr4	56977400	56977600	B	B	U	U
chr4	57163600	57163800	B	B	U	U
chr4	57164200	57164400	B	B	B	U
chr4	57191000	57191200	B	B	U	U
chr4	57427000	57427200	B	B	B	U
chr4	57443000	57443200	U	B	U	U
chr4	64158600	64158800	U	B	U	U
chr4	64539200	64539400	U	B	U	U
chr4	65007800	65008000	U	B	U	U
chr4	65008000	65008200	U	B	U	U
chr4	67087800	67088000	U	B	U	U
chr4	67122200	67122400	U	B	U	U
chr4	67327200	67327400	B	B	B	U
chr4	67332800	67333000	B	B	U	U
chr4	67701200	67701400	B	B	U	B
chr4	67724200	67724400	B	B	U	U
chr4	67746800	67747000	U	B	U	U
chr4	68079800	68080000	U	B	U	U
chr4	68175800	68176000	B	B	B	U
chr4	68271800	68272000	U	B	B	U
chr4	68376200	68376400	B	B	B	U
chr4	68498600	68498800	B	B	B	U
chr4	70601600	70601800	B	B	B	U
chr4	70705400	70705600	B	B	B	U
chr4	71553600	71553800	U	B	U	U
chr4	72286400	72286600	U	B	U	U
chr4	72768400	72768600	U	B	U	U
chr4	73257200	73257400	B	B	U	U
chr4	73308400	73308600	B	B	U	U
chr4	73341600	73341800	B	B	B	U
chr4	73434400	73434600	U	B	B	U
chr4	73864600	73864800	B	B	B	U
chr4	73869600	73869800	B	B	U	U
chr4	74320600	74320800	B	B	B	U
chr4	74445400	74445600	B	B	U	U
chr4	74536600	74536800	U	B	U	U
chr4	74671200	74671400	B	B	B	U
chr4	74794800	74795000	B	B	U	U
chr4	75048400	75048600	B	B	U	U
chr4	75468800	75469000	U	B	U	U
chr4	75490400	75490600	U	B	U	U
chr4	75573400	75573600	B	B	B	U
chr4	76036800	76037000	B	B	U	U
chr4	76087400	76087600	B	B	B	U
chr4	76106000	76106200	B	B	U	U
chr4	76378200	76378400	B	B	B	U
chr4	76504800	76505000	U	B	B	U
chr4	76758600	76758800	B	B	U	U
chr4	76895600	76895800	B	B	U	U
chr4	76895800	76896000	B	B	U	U
chr4	77044600	77044800	B	B	B	U
chr4	77052400	77052600	B	B	B	U
chr4	77095400	77095600	B	B	U	U
chr4	77158200	77158400	B	B	B	U
chr4	77190200	77190400	U	B	U	U
chr4	77228200	77228400	U	B	U	U
chr4	77862800	77863000	B	B	B	B
chr4	78590200	78590400	U	B	U	U
chr4	78644800	78645000	B	B	B	B
chr4	78939400	78939600	B	B	B	B
chr4	78954000	78954200	B	B	U	U
chr4	79042000	79042200	B	B	B	U
chr4	80336800	80337000	B	B	B	U
chr4	80361400	80361600	U	B	B	U
chr4	80362600	80362800	B	B	B	U
chr4	80619200	80619400	U	B	U	U
chr4	81052600	81052800	B	B	U	U
chr4	81405800	81406000	B	B	B	U
chr4	82218400	82218600	U	B	U	U
chr4	82268600	82268800	B	B	B	U
chr4	82360600	82360800	B	B	U	U
chr4	82388400	82388600	U	B	U	U
chr4	82462400	82462600	B	B	U	U
chr4	82722000	82722200	B	B	U	U
chr4	82739600	82739800	B	B	B	U
chr4	82891200	82891400	B	B	U	B
chr4	82898400	82898600	U	B	U	U
chr4	83455600	83455800	B	B	B	U
chr4	83484800	83485000	B	B	U	U
chr4	84483000	84483200	U	B	U	U
chr4	84529200	84529400	U	B	U	U
chr4	84682000	84682200	U	B	U	U
chr4	84750400	84750600	B	B	U	U
chr4	85127800	85128000	B	B	B	U
chr4	86935000	86935200	B	B	B	U
chr4	87093600	87093800	B	B	B	U
chr4	87235800	87236000	B	B	B	U
chr4	87679600	87679800	B	B	B	U
chr4	87838400	87838600	U	B	U	U
chr4	87849200	87849400	B	B	B	U
chr4	88592400	88592600	B	B	U	U
chr4	88659400	88659600	B	B	B	U
chr4	88659600	88659800	B	B	B	U
chr4	88706400	88706600	B	B	B	U
chr4	88802200	88802400	U	B	U	U
chr4	89111200	89111400	B	B	B	U
chr4	89598600	89598800	U	B	U	U
chr4	89869000	89869200	U	B	U	U
chr4	93788600	93788800	U	B	U	U
chr4	94007400	94007600	U	B	U	U
chr4	94257000	94257200	U	B	U	U
chr4	94304400	94304600	B	B	B	U
