chr	start	end	ATAC	CTCF	REST	EP300
chr4	684200	684400	B	B	U	U
chr4	742800	743000	B	B	B	U
chr4	987200	987400	B	B	B	U
chr4	1051000	1051200	B	B	U	U
chr4	1167200	1167400	B	B	B	U
chr4	1351800	1352000	B	B	B	U
chr4	1377600	1377800	U	B	U	U
chr4	1726200	1726400	B	B	B	U
chr4	1746200	1746400	B	B	B	U
chr4	1782400	1782600	U	B	U	U
chr4	1810000	1810200	B	B	B	U
chr4	2009600	2009800	B	B	B	U
chr4	2354200	2354400	U	B	U	U
chr4	2389600	2389800	B	B	U	U
chr4	2413200	2413400	B	B	B	U
chr4	2419000	2419200	B	B	B	U
chr4	2441800	2442000	B	B	B	U
chr4	2462600	2462800	B	B	B	U
chr4	2469000	2469200	B	B	U	U
chr4	2631000	2631200	U	B	U	U
chr4	2673400	2673600	U	B	U	U
chr4	2756000	2756200	B	B	B	U
chr4	2963600	2963800	B	B	U	U
chr4	3145400	3145600	U	B	U	U
chr4	3318800	3319000	B	B	U	U
chr4	3418400	3418600	U	B	U	U
chr4	3418600	3418800	U	B	U	U
chr4	3515000	3515200	B	B	U	U
chr4	4107400	4107600	B	B	B	U
chr4	4248400	4248600	B	B	U	B
chr4	4311400	4311600	U	B	U	U
chr4	5018400	5018600	U	B	U	U
chr4	5050600	5050800	B	B	B	U
chr4	5399800	5400000	U	B	B	U
chr4	5400000	5400200	U	B	B	U
chr4	5410200	5410400	U	B	U	U
chr4	5804800	5805000	B	B	U	U
chr4	5980200	5980400	U	B	U	U
chr4	6134600	6134800	B	B	U	U
chr4	6474400	6474600	B	B	U	U
chr4	6608800	6609000	U	B	B	U
chr4	6681200	6681400	B	B	U	U
chr4	6681400	6681600	B	B	U	U
chr4	6690200	6690400	U	B	U	U
chr4	6763600	6763800	B	B	B	B
chr4	6782000	6782200	B	B	U	U
chr4	6907800	6908000	U	B	B	U
chr4	6909600	6909800	B	B	B	B
chr4	7068400	7068600	B	B	U	U
chr4	7068600	7068800	B	B	U	U
chr4	7151800	7152000	B	B	U	U
chr4	7187200	7187400	U	B	U	U
chr4	7335800	7336000	B	B	B	U
chr4	7474400	7474600	U	B	U	U
chr4	7654000	7654200	U	B	U	U
chr4	7698600	7698800	U	B	U	U
chr4	7698800	7699000	U	B	U	U
chr4	7719800	7720000	B	B	U	U
chr4	7788400	7788600	U	B	U	U
chr4	8275200	8275400	B	B	U	U
chr4	8342800	8343000	U	B	U	U
chr4	8468800	8469000	B	B	B	U
chr4	8586600	8586800	B	B	U	U
chr4	8688400	8688600	B	B	B	U
chr4	8887000	8887200	U	B	U	U
chr4	9703400	9703600	U	B	U	U
chr4	9763200	9763400	B	B	B	U
chr4	10074800	10075000	B	B	U	U
chr4	10158000	10158200	B	B	B	U
chr4	10164800	10165000	B	B	B	U
chr4	10165000	10165200	B	B	B	U
chr4	10582200	10582400	B	B	B	U
chr4	12724600	12724800	U	B	B	U
chr4	13344400	13344600	U	B	U	U
chr4	15006600	15006800	U	B	U	U
chr4	15457600	15457800	B	B	B	U
chr4	15479000	15479200	B	B	B	U
chr4	15479200	15479400	B	B	B	U
chr4	15681400	15681600	B	B	B	U
chr4	15681600	15681800	B	B	B	U
chr4	15779600	15779800	U	B	U	U
chr4	16509200	16509400	U	B	U	U
chr4	16642800	16643000	U	B	U	U
chr4	16752400	16752600	U	B	U	U
chr4	17173400	17173600	U	B	U	U
chr4	18022400	18022600	B	B	U	U
chr4	20395200	20395400	U	B	U	U
chr4	20419000	20419200	B	B	U	U
chr4	20428600	20428800	U	B	U	U
chr4	20773600	20773800	B	B	U	U
chr4	22410800	22411000	U	B	U	U
chr4	23368200	23368400	B	B	U	U
chr4	23717600	23717800	B	B	U	U
chr4	24419600	24419800	B	B	B	U
chr4	24551400	24551600	U	B	U	U
chr4	24551600	24551800	U	B	U	U
chr4	24551800	24552000	U	B	U	U
chr4	25045600	25045800	B	B	U	U
chr4	25061000	25061200	B	B	U	U
chr4	25440000	25440200	B	B	B	U
chr4	25768000	25768200	B	B	U	U
chr4	25988200	25988400	B	B	B	U
chr4	26330400	26330600	B	B	B	U
chr4	26822000	26822200	U	B	U	U
chr4	27048600	27048800	U	B	U	U
chr4	27357600	27357800	U	B	U	U
chr4	27684600	27684800	U	B	B	U
chr4	30714400	30714600	U	B	U	U
chr4	31793800	31794000	U	B	U	U
chr4	35934600	35934800	U	B	U	U
chr4	37068800	37069000	U	B	U	U
chr4	37978000	37978200	B	B	U	U
chr4	38179600	38179800	B	B	B	U
chr4	38466400	38466600	B	B	B	B
chr4	38675600	38675800	B	B	B	B
chr4	38728800	38729000	U	B	U	U
chr4	38782800	38783000	B	B	U	U
chr4	39085800	39086000	U	B	U	B
chr4	39435800	39436000	B	B	U	U
chr4	39976400	39976600	B	B	U	U
chr4	39976600	39976800	B	B	U	U
chr4	40248800	40249000	U	B	U	U
chr4	40265400	40265600	B	B	U	U
chr4	40284200	40284400	B	B	U	U
chr4	40309200	40309400	B	B	B	U
chr4	40325600	40325800	B	B	B	U
chr4	40369800	40370000	U	B	U	U
chr4	40514800	40515000	B	B	B	B
chr4	40844000	40844200	B	B	U	U
chr4	40917000	40917200	B	B	U	U
chr4	41258800	41259000	U	B	U	U
chr4	41644200	41644400	B	B	U	U
chr4	41644400	41644600	B	B	U	U
chr4	41692800	41693000	B	B	U	U
chr4	41751600	41751800	B	B	U	U
chr4	41888200	41888400	U	B	U	U
chr4	41990800	41991000	B	B	U	U
chr4	42348800	42349000	B	B	U	U
chr4	42568600	42568800	B	B	U	U
chr4	42578200	42578400	U	B	U	U
chr4	43132000	43132200	U	B	U	U
chr4	44726600	44726800	B	B	U	U
chr4	44760200	44760400	B	B	U	U
chr4	44760400	44760600	B	B	U	U
chr4	46886800	46887000	U	B	U	U
chr4	47705800	47706000	U	B	U	U
chr4	48016200	48016400	B	B	U	U
chr4	48128000	48128200	B	B	B	U
chr4	48141000	48141200	B	B	U	U
chr4	48270200	48270400	B	B	B	U
chr4	48341200	48341400	B	B	U	U
chr4	48546600	48546800	B	B	B	U
chr4	48624400	48624600	U	B	U	U
chr4	48947800	48948000	U	B	U	U
chr4	48963000	48963200	B	B	B	U
chr4	52982800	52983000	B	B	B	U
chr4	53040000	53040200	B	B	U	B
chr4	53197400	53197600	B	B	B	U
chr4	53601600	53601800	B	B	U	U
chr4	53601800	53602000	B	B	U	U
chr4	53614600	53614800	B	B	U	U
chr4	53656400	53656600	U	B	U	U
chr4	53908600	53908800	B	B	B	B
chr4	53930000	53930200	B	B	B	U
chr4	54228200	54228400	B	B	U	U
chr4	54384800	54385000	U	B	U	U
chr4	54433800	54434000	U	B	B	U
chr4	54571200	54571400	B	B	U	B
chr4	54658800	54659000	B	B	B	U
chr4	54677600	54677800	B	B	U	U
chr4	54841200	54841400	U	B	U	U
chr4	55736600	55736800	U	B	B	U
chr4	56425000	56425200	B	B	B	U
chr4	56544600	56544800	B	B	B	U
chr4	56656400	56656600	U	B	U	U
chr4	57442800	57443000	U	B	U	U
chr4	64713400	64713600	U	B	U	U
chr4	67701000	67701200	B	B	U	B
chr4	67715200	67715400	B	B	U	U
chr4	68076400	68076600	U	B	U	U
chr4	68176600	68176800	U	B	U	U
chr4	68498400	68498600	B	B	B	U
chr4	69881200	69881400	U	B	U	U
chr4	70544400	70544600	B	B	U	U
chr4	70559200	70559400	B	B	B	U
chr4	70704400	70704600	B	B	U	U
chr4	70704600	70704800	B	B	U	U
chr4	70839800	70840000	B	B	B	U
chr4	71051000	71051200	U	B	U	U
chr4	71113200	71113400	U	B	U	U
chr4	71184200	71184400	B	B	B	U
chr4	71184400	71184600	B	B	B	U
chr4	71230000	71230200	B	B	U	U
chr4	73257400	73257600	B	B	U	U
